1DIM_GEO_CODE_M49,GEO_NAME_SHORT,DIM_TIME (Year),DIM_SEX,VALUE_NUMERIC (%),VALUE_NUMERIC_LOWER (%),VALUE_NUMERIC_UPPER (%)
422,Lebanon,2003,Male,1.76,1.46,2.13
430,Liberia,2003,Total,15.10,14.02,16.29
430,Liberia,2003,Female,14.13,13.07,15.26
430,Liberia,2003,Male,16.03,14.85,17.32
434,Libya,2003,Total,2.55,2.49,2.61
434,Libya,2003,Female,2.28,2.17,2.39
434,Libya,2003,Male,2.81,2.70,2.92
662,Saint Lucia,2003,Total,1.83,1.72,1.95
662,Saint Lucia,2003,Female,1.66,1.55,1.79
662,Saint Lucia,2003,Male,1.99,1.86,2.13
144,Sri Lanka,2003,Total,1.51,1.48,1.55
144,Sri Lanka,2003,Female,1.38,1.34,1.41
144,Sri Lanka,2003,Male,1.64,1.61,1.68
426,Lesotho,2003,Total,11.34,10.37,12.41
426,Lesotho,2003,Female,10.50,9.55,11.56
426,Lesotho,2003,Male,12.13,11.06,13.30
440,Lithuania,2003,Total,0.96,0.91,1.01
440,Lithuania,2003,Female,0.86,0.81,0.91
440,Lithuania,2003,Male,1.05,1.00,1.11
442,Luxembourg,2003,Total,0.38,0.34,0.42
442,Luxembourg,2003,Female,0.34,0.30,0.38
442,Luxembourg,2003,Male,0.41,0.37,0.46
428,Latvia,2003,Total,1.19,1.13,1.25
428,Latvia,2003,Female,1.08,1.02,1.14
428,Latvia,2003,Male,1.29,1.22,1.36
504,Morocco,2003,Total,4.59,4.16,5.12
504,Morocco,2003,Female,4.17,3.74,4.68
504,Morocco,2003,Male,4.98,4.50,5.58
492,Monaco,2003,Total,0.47,0.44,0.50
492,Monaco,2003,Female,0.42,0.39,0.44
492,Monaco,2003,Male,0.52,0.49,0.56
498,Republic of Moldova,2003,Total,2.31,1.90,2.91
498,Republic of Moldova,2003,Female,2.05,1.67,2.58
498,Republic of Moldova,2003,Male,2.57,2.10,3.25
450,Madagascar,2003,Total,9.22,8.55,9.93
450,Madagascar,2003,Female,8.57,7.92,9.28
450,Madagascar,2003,Male,9.83,9.10,10.62
462,Maldives,2003,Total,2.72,2.48,2.97
462,Maldives,2003,Female,2.42,2.19,2.67
462,Maldives,2003,Male,3.00,2.73,3.30
484,Mexico,2003,Total,2.48,2.30,2.67
484,Mexico,2003,Female,2.23,2.06,2.40
484,Mexico,2003,Male,2.72,2.51,2.93
584,Marshall Islands,2003,Total,4.18,3.58,4.88
584,Marshall Islands,2003,Female,3.74,3.17,4.40
584,Marshall Islands,2003,Male,4.60,3.92,5.39
807,North Macedonia,2003,Total,1.44,1.37,1.51
807,North Macedonia,2003,Female,1.33,1.26,1.40
807,North Macedonia,2003,Male,1.54,1.46,1.62
466,Mali,2003,Total,16.92,15.92,18.02
466,Mali,2003,Female,16.22,15.21,17.33
466,Mali,2003,Male,17.58,16.49,18.76
470,Malta,2003,Total,0.70,0.64,0.77
470,Malta,2003,Female,0.65,0.58,0.72
470,Malta,2003,Male,0.76,0.68,0.84
104,Myanmar,2003,Total,8.20,7.52,8.95
104,Myanmar,2003,Female,7.56,6.89,8.32
104,Myanmar,2003,Male,8.81,8.05,9.64
499,Montenegro,2003,Total,1.22,1.15,1.29
499,Montenegro,2003,Female,1.13,1.06,1.21
499,Montenegro,2003,Male,1.30,1.22,1.39
496,Mongolia,2003,Total,4.92,4.50,5.35
496,Mongolia,2003,Female,4.26,3.89,4.65
496,Mongolia,2003,Male,5.55,5.07,6.05
508,Mozambique,2003,Total,14.54,13.36,15.83
508,Mozambique,2003,Female,13.97,12.81,15.24
508,Mozambique,2003,Male,15.09,13.81,16.43
478,Mauritania,2003,Total,8.31,7.61,9.09
478,Mauritania,2003,Female,7.59,6.93,8.33
478,Mauritania,2003,Male,8.99,8.21,9.86
500,Montserrat,2003,Total,0.97,0.56,1.67
500,Montserrat,2003,Female,0.99,0.57,1.72
500,Montserrat,2003,Male,0.94,0.54,1.63
480,Mauritius,2003,Total,1.60,1.52,1.69
480,Mauritius,2003,Female,1.42,1.34,1.50
480,Mauritius,2003,Male,1.78,1.68,1.87
454,Malawi,2003,Total,13.18,12.35,14.02
454,Malawi,2003,Female,12.27,11.48,13.10
454,Malawi,2003,Male,14.04,13.14,14.95
458,Malaysia,2003,Total,0.85,0.84,0.87
458,Malaysia,2003,Female,0.77,0.74,0.81
458,Malaysia,2003,Male,0.93,0.89,0.97
516,Namibia,2003,Total,7.40,6.62,8.30
516,Namibia,2003,Female,6.87,6.12,7.74
516,Namibia,2003,Male,7.91,7.05,8.90
562,Niger,2003,Total,19.50,18.12,21.05
562,Niger,2003,Female,19.06,17.67,20.63
562,Niger,2003,Male,19.92,18.47,21.53
566,Nigeria,2003,Total,16.58,15.56,17.69
566,Nigeria,2003,Female,15.69,14.70,16.78
566,Nigeria,2003,Male,17.42,16.34,18.61
558,Nicaragua,2003,Total,3.33,2.97,3.68
558,Nicaragua,2003,Female,2.96,2.63,3.29
558,Nicaragua,2003,Male,3.69,3.28,4.10
570,Niue,2003,Total,3.49,2.45,5.02
570,Niue,2003,Female,3.13,2.18,4.52
570,Niue,2003,Male,3.83,2.69,5.52
528,Netherlands (Kingdom of the),2003,Total,0.57,0.56,0.58
528,Netherlands (Kingdom of the),2003,Female,0.51,0.50,0.52
528,Netherlands (Kingdom of the),2003,Male,0.63,0.62,0.65
578,Norway,2003,Total,0.44,0.42,0.46
578,Norway,2003,Female,0.39,0.37,0.41
578,Norway,2003,Male,0.48,0.46,0.51
524,Nepal,2003,Total,6.64,6.20,7.12
524,Nepal,2003,Female,6.38,5.93,6.88
524,Nepal,2003,Male,6.88,6.40,7.40
520,Nauru,2003,Total,3.94,3.40,4.56
520,Nauru,2003,Female,3.55,3.03,4.16
520,Nauru,2003,Male,4.32,3.69,5.01
554,New Zealand,2003,Total,0.69,0.67,0.71
554,New Zealand,2003,Female,0.62,0.59,0.64
554,New Zealand,2003,Male,0.76,0.73,0.78
512,Oman,2003,Total,1.37,1.23,1.54
512,Oman,2003,Female,1.24,1.09,1.41
512,Oman,2003,Male,1.50,1.33,1.69
586,Pakistan,2003,Total,10.05,9.61,10.49
586,Pakistan,2003,Female,9.59,9.13,10.05
586,Pakistan,2003,Male,10.49,10.00,10.98
591,Panama,2003,Total,2.42,1.99,2.90
591,Panama,2003,Female,2.16,1.76,2.62
591,Panama,2003,Male,2.66,2.18,3.21
604,Peru,2003,Total,3.02,2.85,3.21
604,Peru,2003,Female,2.75,2.58,2.94
604,Peru,2003,Male,3.29,3.08,3.50
608,Philippines,2003,Total,3.56,3.29,3.85
608,Philippines,2003,Female,3.20,2.94,3.48
608,Philippines,2003,Male,3.89,3.58,4.24
585,Palau,2003,Total,2.69,2.20,3.27
585,Palau,2003,Female,2.39,1.94,2.94
585,Palau,2003,Male,2.97,2.41,3.65
598,Papua New Guinea,2003,Total,6.76,6.01,7.62
598,Papua New Guinea,2003,Female,6.34,5.61,7.19
598,Papua New Guinea,2003,Male,7.14,6.33,8.10
616,Poland,2003,Total,0.81,0.79,0.83
616,Poland,2003,Female,0.73,0.71,0.75
616,Poland,2003,Male,0.89,0.86,0.91
408,Democratic People's Republic of Korea,2003,Total,3.89,3.04,4.98
408,Democratic People's Republic of Korea,2003,Female,3.51,2.73,4.53
408,Democratic People's Republic of Korea,2003,Male,4.25,3.31,5.45
620,Portugal,2003,Total,0.55,0.53,0.57
620,Portugal,2003,Female,0.50,0.48,0.52
620,Portugal,2003,Male,0.60,0.58,0.62
600,Paraguay,2003,Total,3.15,2.46,3.99
600,Paraguay,2003,Female,2.84,2.22,3.62
600,Paraguay,2003,Male,3.44,2.69,4.37
275,"occupied Palestinian territory, including east Jerusalem",2003,Total,2.77,2.55,3.02
275,"occupied Palestinian territory, including east Jerusalem",2003,Female,2.55,2.33,2.79
275,"occupied Palestinian territory, including east Jerusalem",2003,Male,2.98,2.73,3.26
634,Qatar,2003,Total,1.12,1.06,1.17
634,Qatar,2003,Female,1.03,0.97,1.09
634,Qatar,2003,Male,1.20,1.14,1.27
642,Romania,2003,Total,1.98,1.94,2.03
642,Romania,2003,Female,1.76,1.71,1.81
642,Romania,2003,Male,2.20,2.14,2.26
643,Russian Federation,2003,Total,1.61,1.58,1.64
643,Russian Federation,2003,Female,1.40,1.37,1.43
643,Russian Federation,2003,Male,1.82,1.78,1.85
646,Rwanda,2003,Total,13.32,12.44,14.28
646,Rwanda,2003,Female,12.69,11.82,13.64
646,Rwanda,2003,Male,13.93,12.96,14.96
682,Saudi Arabia,2003,Total,1.85,1.66,2.08
682,Saudi Arabia,2003,Female,1.78,1.59,2.02
682,Saudi Arabia,2003,Male,1.91,1.71,2.16
729,Sudan,2003,Total,9.44,8.60,10.30
729,Sudan,2003,Female,8.72,7.94,9.57
729,Sudan,2003,Male,10.11,9.19,11.07
955,South-East Asia,2003,Total,7.36,7.13,7.61
955,South-East Asia,2003,Female,7.58,7.34,7.85
955,South-East Asia,2003,Male,7.15,6.92,7.39
686,Senegal,2003,Total,10.70,10.10,11.35
686,Senegal,2003,Female,10.06,9.47,10.70
686,Senegal,2003,Male,11.32,10.65,12.02
702,Singapore,2003,Total,0.32,0.30,0.34
702,Singapore,2003,Female,0.29,0.27,0.31
702,Singapore,2003,Male,0.34,0.32,0.37
90,Solomon Islands,2003,Total,2.98,2.64,3.36
90,Solomon Islands,2003,Female,2.74,2.40,3.12
90,Solomon Islands,2003,Male,3.21,2.83,3.65
694,Sierra Leone,2003,Total,20.90,19.56,22.33
694,Sierra Leone,2003,Female,19.98,18.65,21.41
694,Sierra Leone,2003,Male,21.77,20.34,23.28
222,El Salvador,2003,Total,2.80,2.48,3.15
222,El Salvador,2003,Female,2.53,2.23,2.87
222,El Salvador,2003,Male,3.05,2.70,3.45
674,San Marino,2003,Total,0.44,0.31,0.63
674,San Marino,2003,Female,0.40,0.28,0.57
674,San Marino,2003,Male,0.48,0.34,0.69
706,Somalia,2003,Total,17.29,13.61,23.15
706,Somalia,2003,Female,16.58,12.98,22.12
706,Somalia,2003,Male,17.96,14.11,24.04
688,Serbia,2003,Total,1.05,1.02,1.09
688,Serbia,2003,Female,0.92,0.89,0.96
688,Serbia,2003,Male,1.18,1.14,1.22
728,South Sudan,2003,Total,15.55,13.27,18.22
728,South Sudan,2003,Female,15.04,12.77,17.69
728,South Sudan,2003,Male,16.05,13.68,18.86
678,Sao Tome and Principe,2003,Total,6.59,5.77,7.54
678,Sao Tome and Principe,2003,Female,6.09,5.30,7.00
678,Sao Tome and Principe,2003,Male,7.07,6.17,8.11
740,Suriname,2003,Total,2.84,2.37,3.35
740,Suriname,2003,Female,2.48,2.07,2.96
740,Suriname,2003,Male,3.16,2.64,3.76
703,Slovakia,2003,Total,0.88,0.86,0.90
703,Slovakia,2003,Female,0.79,0.76,0.82
703,Slovakia,2003,Male,0.96,0.93,0.99
705,Slovenia,2003,Total,0.47,0.44,0.49
705,Slovenia,2003,Female,0.42,0.40,0.45
705,Slovenia,2003,Male,0.51,0.48,0.54
752,Sweden,2003,Total,0.39,0.37,0.40
752,Sweden,2003,Female,0.35,0.33,0.37
752,Sweden,2003,Male,0.42,0.41,0.44
748,Eswatini,2003,Total,11.84,10.67,13.12
748,Eswatini,2003,Female,11.16,10.02,12.42
748,Eswatini,2003,Male,12.48,11.20,13.90
690,Seychelles,2003,Total,1.39,1.25,1.54
690,Seychelles,2003,Female,1.29,1.15,1.44
690,Seychelles,2003,Male,1.49,1.33,1.66
760,Syrian Arab Republic,2003,Total,2.07,1.86,2.31
760,Syrian Arab Republic,2003,Female,1.85,1.65,2.08
760,Syrian Arab Republic,2003,Male,2.27,2.04,2.56
796,Turks and Caicos Islands,2003,Total,0.76,0.62,0.96
796,Turks and Caicos Islands,2003,Female,0.58,0.47,0.73
796,Turks and Caicos Islands,2003,Male,0.93,0.76,1.17
148,Chad,2003,Total,17.43,16.12,18.93
148,Chad,2003,Female,16.51,15.22,17.96
148,Chad,2003,Male,18.31,16.91,19.92
768,Togo,2003,Total,10.96,10.20,11.78
768,Togo,2003,Female,10.17,9.43,10.96
768,Togo,2003,Male,11.72,10.88,12.61
764,Thailand,2003,Total,1.89,1.67,2.09
764,Thailand,2003,Female,1.67,1.46,1.87
764,Thailand,2003,Male,2.10,1.84,2.34
762,Tajikistan,2003,Total,6.56,5.77,7.41
762,Tajikistan,2003,Female,5.86,5.13,6.66
762,Tajikistan,2003,Male,7.21,6.33,8.19
795,Turkmenistan,2003,Total,5.86,4.90,6.99
795,Turkmenistan,2003,Female,5.04,4.18,6.06
795,Turkmenistan,2003,Male,6.63,5.54,7.94
626,Timor-Leste,2003,Total,9.64,8.63,10.68
626,Timor-Leste,2003,Female,9.07,8.10,10.09
626,Timor-Leste,2003,Male,10.17,9.09,11.31
776,Tonga,2003,Total,1.56,1.33,1.82
776,Tonga,2003,Female,1.36,1.15,1.60
776,Tonga,2003,Male,1.75,1.49,2.05
780,Trinidad and Tobago,2003,Total,2.73,1.90,4.25
780,Trinidad and Tobago,2003,Female,2.47,1.72,3.86
780,Trinidad and Tobago,2003,Male,2.96,2.06,4.62
788,Tunisia,2003,Total,2.47,2.20,2.75
788,Tunisia,2003,Female,2.23,1.99,2.50
788,Tunisia,2003,Male,2.69,2.39,3.00
792,Türkiye,2003,Total,3.03,2.78,3.30
792,Türkiye,2003,Female,2.88,2.64,3.14
792,Türkiye,2003,Male,3.18,2.91,3.47
798,Tuvalu,2003,Total,3.96,3.55,4.39
798,Tuvalu,2003,Female,3.58,3.18,4.00
798,Tuvalu,2003,Male,4.31,3.85,4.82
834,United Republic of Tanzania,2003,Total,10.67,9.95,11.44
834,United Republic of Tanzania,2003,Female,10.17,9.45,10.95
834,United Republic of Tanzania,2003,Male,11.14,10.37,11.99
800,Uganda,2003,Total,12.35,11.57,13.16
800,Uganda,2003,Female,11.34,10.61,12.12
800,Uganda,2003,Male,13.30,12.44,14.21
804,Ukraine,2003,Total,1.59,1.49,1.69
804,Ukraine,2003,Female,1.41,1.30,1.54
804,Ukraine,2003,Male,1.75,1.62,1.89
858,Uruguay,2003,Total,1.58,1.54,1.62
858,Uruguay,2003,Female,1.39,1.35,1.44
858,Uruguay,2003,Male,1.75,1.70,1.80
840,United States of America,2003,Total,0.81,0.80,0.83
840,United States of America,2003,Female,0.72,0.71,0.74
840,United States of America,2003,Male,0.90,0.88,0.91
860,Uzbekistan,2003,Total,4.99,4.18,6.02
860,Uzbekistan,2003,Female,4.30,3.59,5.23
860,Uzbekistan,2003,Male,5.63,4.69,6.80
670,Saint Vincent and the Grenadines,2003,Total,2.18,2.01,2.36
670,Saint Vincent and the Grenadines,2003,Female,2.00,1.82,2.18
670,Saint Vincent and the Grenadines,2003,Male,2.36,2.16,2.57
862,Venezuela (Bolivarian Republic of),2003,Total,1.98,1.94,2.01
862,Venezuela (Bolivarian Republic of),2003,Female,1.76,1.73,1.80
862,Venezuela (Bolivarian Republic of),2003,Male,2.18,2.14,2.23
92,British Virgin Islands,2003,Total,1.55,1.19,2.01
92,British Virgin Islands,2003,Female,1.39,1.07,1.80
92,British Virgin Islands,2003,Male,1.70,1.31,2.22
704,Viet Nam,2003,Total,2.67,2.25,3.07
704,Viet Nam,2003,Female,2.18,1.84,2.53
704,Viet Nam,2003,Male,3.13,2.63,3.60
548,Vanuatu,2003,Total,2.83,2.37,3.36
548,Vanuatu,2003,Female,2.61,2.18,3.13
548,Vanuatu,2003,Male,3.03,2.53,3.62
958,Western Pacific,2003,Total,2.85,2.73,2.98
958,Western Pacific,2003,Female,2.64,2.52,2.77
958,Western Pacific,2003,Male,3.05,2.91,3.20
882,Samoa,2003,Total,1.97,1.74,2.22
882,Samoa,2003,Female,1.77,1.55,2.02
882,Samoa,2003,Male,2.15,1.89,2.44
887,Yemen,2003,Total,8.14,7.43,8.86
887,Yemen,2003,Female,7.72,7.03,8.44
887,Yemen,2003,Male,8.54,7.76,9.31
710,South Africa,2003,Total,7.65,7.27,8.04
710,South Africa,2003,Female,7.23,6.85,7.63
710,South Africa,2003,Male,8.05,7.63,8.47
894,Zambia,2003,Total,12.60,11.76,13.50
894,Zambia,2003,Female,11.73,10.92,12.62
894,Zambia,2003,Male,13.43,12.52,14.43
716,Zimbabwe,2003,Total,9.26,8.47,10.10
716,Zimbabwe,2003,Female,8.61,7.84,9.43
716,Zimbabwe,2003,Male,9.86,9.00,10.80
4,Afghanistan,2004,Total,11.28,10.46,12.16
4,Afghanistan,2004,Female,10.87,10.06,11.74
4,Afghanistan,2004,Male,11.68,10.81,12.61
953,Africa,2004,Total,12.80,12.53,13.11
953,Africa,2004,Female,12.00,11.74,12.30
953,Africa,2004,Male,13.56,13.27,13.90
24,Angola,2004,Total,17.55,14.93,20.57
24,Angola,2004,Female,16.43,13.98,19.32
24,Angola,2004,Male,18.59,15.79,21.88
660,Anguilla,2004,Total,0.79,0.53,1.19
660,Anguilla,2004,Female,0.78,0.52,1.17
660,Anguilla,2004,Male,0.80,0.54,1.21
8,Albania,2004,Total,2.15,2.04,2.25
8,Albania,2004,Female,1.86,1.75,1.97
8,Albania,2004,Male,2.42,2.29,2.55
954,Americas,2004,Total,2.17,2.12,2.23
954,Americas,2004,Female,1.95,1.90,2.01
954,Americas,2004,Male,2.39,2.33,2.45
20,Andorra,2004,Total,0.63,0.34,1.13
20,Andorra,2004,Female,0.53,0.29,0.97
20,Andorra,2004,Male,0.71,0.39,1.29
784,United Arab Emirates,2004,Total,1.01,0.98,1.03
784,United Arab Emirates,2004,Female,0.89,0.85,0.93
784,United Arab Emirates,2004,Male,1.12,1.07,1.17
32,Argentina,2004,Total,1.71,1.68,1.75
32,Argentina,2004,Female,1.54,1.50,1.57
32,Argentina,2004,Male,1.88,1.84,1.92
51,Armenia,2004,Total,2.51,2.22,2.78
51,Armenia,2004,Female,2.24,1.97,2.51
51,Armenia,2004,Male,2.76,2.43,3.08
28,Antigua and Barbuda,2004,Total,1.35,1.21,1.52
28,Antigua and Barbuda,2004,Female,1.22,1.08,1.39
28,Antigua and Barbuda,2004,Male,1.47,1.31,1.67
36,Australia,2004,Total,0.58,0.57,0.59
36,Australia,2004,Female,0.52,0.51,0.53
36,Australia,2004,Male,0.64,0.63,0.66
40,Austria,2004,Total,0.51,0.49,0.53
40,Austria,2004,Female,0.45,0.43,0.48
40,Austria,2004,Male,0.56,0.53,0.58
31,Azerbaijan,2004,Total,5.57,4.80,6.41
31,Azerbaijan,2004,Female,5.14,4.40,5.94
31,Azerbaijan,2004,Male,5.98,5.13,6.91
108,Burundi,2004,Total,13.17,11.82,14.80
108,Burundi,2004,Female,12.34,11.03,13.91
108,Burundi,2004,Male,13.97,12.50,15.70
56,Belgium,2004,Total,0.52,0.50,0.53
56,Belgium,2004,Female,0.46,0.44,0.47
56,Belgium,2004,Male,0.57,0.56,0.59
204,Benin,2004,Total,12.44,11.63,13.28
204,Benin,2004,Female,11.80,10.98,12.61
204,Benin,2004,Male,13.06,12.19,13.98
854,Burkina Faso,2004,Total,15.91,14.73,17.21
854,Burkina Faso,2004,Female,15.28,14.11,16.55
854,Burkina Faso,2004,Male,16.52,15.28,17.91
50,Bangladesh,2004,Total,6.83,6.61,7.06
50,Bangladesh,2004,Female,6.46,6.23,6.70
50,Bangladesh,2004,Male,7.18,6.93,7.44
100,Bulgaria,2004,Total,1.42,1.38,1.46
100,Bulgaria,2004,Female,1.27,1.23,1.31
100,Bulgaria,2004,Male,1.57,1.52,1.62
48,Bahrain,2004,Total,1.10,1.05,1.15
48,Bahrain,2004,Female,1.06,1.00,1.12
48,Bahrain,2004,Male,1.13,1.07,1.20
44,Bahamas,2004,Total,1.69,1.59,1.80
44,Bahamas,2004,Female,1.57,1.46,1.68
44,Bahamas,2004,Male,1.81,1.69,1.93
70,Bosnia and Herzegovina,2004,Total,0.90,0.87,0.94
70,Bosnia and Herzegovina,2004,Female,0.80,0.76,0.83
70,Bosnia and Herzegovina,2004,Male,1.01,0.97,1.05
112,Belarus,2004,Total,0.94,0.92,0.97
112,Belarus,2004,Female,0.81,0.78,0.83
112,Belarus,2004,Male,1.07,1.04,1.11
84,Belize,2004,Total,2.13,2.03,2.23
84,Belize,2004,Female,1.92,1.81,2.04
84,Belize,2004,Male,2.33,2.20,2.46
68,Bolivia (Plurinational State of),2004,Total,5.98,5.53,6.46
68,Bolivia (Plurinational State of),2004,Female,5.56,5.11,6.04
68,Bolivia (Plurinational State of),2004,Male,6.38,5.87,6.92
76,Brazil,2004,Total,2.65,2.48,2.84
76,Brazil,2004,Female,2.34,2.16,2.55
76,Brazil,2004,Male,2.95,2.73,3.19
52,Barbados,2004,Total,1.58,1.47,1.70
52,Barbados,2004,Female,1.46,1.35,1.59
52,Barbados,2004,Male,1.69,1.55,1.83
96,Brunei Darussalam,2004,Total,0.95,0.89,1.02
96,Brunei Darussalam,2004,Female,0.88,0.82,0.95
96,Brunei Darussalam,2004,Male,1.03,0.95,1.11
64,Bhutan,2004,Total,6.12,5.51,6.79
64,Bhutan,2004,Female,5.71,5.11,6.38
64,Bhutan,2004,Male,6.50,5.82,7.23
72,Botswana,2004,Total,7.37,5.37,9.43
72,Botswana,2004,Female,6.98,5.06,8.95
72,Botswana,2004,Male,7.75,5.65,9.92
140,Central African Republic,2004,Total,15.36,13.92,16.99
140,Central African Republic,2004,Female,14.60,13.18,16.19
140,Central African Republic,2004,Male,16.08,14.55,17.82
124,Canada,2004,Total,0.61,0.60,0.63
124,Canada,2004,Female,0.56,0.55,0.58
124,Canada,2004,Male,0.66,0.65,0.68
756,Switzerland,2004,Total,0.52,0.50,0.54
756,Switzerland,2004,Female,0.47,0.45,0.49
756,Switzerland,2004,Male,0.57,0.55,0.59
152,Chile,2004,Total,0.93,0.91,0.95
152,Chile,2004,Female,0.84,0.81,0.86
152,Chile,2004,Male,1.02,0.99,1.04
156,China,2004,Total,2.63,2.48,2.79
156,China,2004,Female,2.47,2.31,2.64
156,China,2004,Male,2.79,2.62,2.97
384,Côte d'Ivoire,2004,Total,12.94,11.96,14.05
384,Côte d'Ivoire,2004,Female,11.78,10.84,12.84
384,Côte d'Ivoire,2004,Male,14.05,12.92,15.29
120,Cameroon,2004,Total,13.11,12.08,14.22
120,Cameroon,2004,Female,12.24,11.24,13.32
120,Cameroon,2004,Male,13.94,12.83,15.13
180,Democratic Republic of the Congo,2004,Total,14.18,12.75,15.78
180,Democratic Republic of the Congo,2004,Female,13.20,11.82,14.70
180,Democratic Republic of the Congo,2004,Male,15.10,13.58,16.84
178,Congo,2004,Total,9.34,8.41,10.35
178,Congo,2004,Female,8.75,7.86,9.74
178,Congo,2004,Male,9.88,8.88,11.00
184,Cook Islands,2004,Total,1.48,1.28,1.71
184,Cook Islands,2004,Female,1.40,1.21,1.64
184,Cook Islands,2004,Male,1.55,1.33,1.80
170,Colombia,2004,Total,2.22,2.03,2.43
170,Colombia,2004,Female,1.96,1.79,2.17
170,Colombia,2004,Male,2.46,2.24,2.70
174,Comoros,2004,Total,8.72,7.30,10.99
174,Comoros,2004,Female,8.31,6.92,10.51
174,Comoros,2004,Male,9.12,7.60,11.49
132,Cabo Verde,2004,Total,2.86,2.76,2.96
132,Cabo Verde,2004,Female,2.61,2.50,2.72
132,Cabo Verde,2004,Male,3.10,2.97,3.23
188,Costa Rica,2004,Total,1.15,1.12,1.18
188,Costa Rica,2004,Female,1.04,1.00,1.07
188,Costa Rica,2004,Male,1.26,1.23,1.30
192,Cuba,2004,Total,0.76,0.69,0.84
192,Cuba,2004,Female,0.68,0.61,0.75
192,Cuba,2004,Male,0.85,0.76,0.94
196,Cyprus,2004,Total,0.50,0.45,0.54
196,Cyprus,2004,Female,0.46,0.41,0.51
196,Cyprus,2004,Male,0.53,0.48,0.59
203,Czechia,2004,Total,0.46,0.44,0.47
203,Czechia,2004,Female,0.40,0.38,0.42
203,Czechia,2004,Male,0.51,0.49,0.53
276,Germany,2004,Total,0.49,0.48,0.49
276,Germany,2004,Female,0.44,0.43,0.45
276,Germany,2004,Male,0.53,0.52,0.54
262,Djibouti,2004,Total,9.10,7.64,10.90
262,Djibouti,2004,Female,8.44,7.03,10.16
262,Djibouti,2004,Male,9.71,8.14,11.69
212,Dominica,2004,Total,1.90,1.77,2.05
212,Dominica,2004,Female,1.76,1.61,1.92
212,Dominica,2004,Male,2.04,1.87,2.21
208,Denmark,2004,Total,0.50,0.48,0.52
208,Denmark,2004,Female,0.45,0.43,0.48
208,Denmark,2004,Male,0.55,0.53,0.57
214,Dominican Republic,2004,Total,3.69,3.40,4.00
214,Dominican Republic,2004,Female,3.38,3.08,3.69
214,Dominican Republic,2004,Male,4.00,3.67,4.36
12,Algeria,2004,Total,3.53,3.34,3.73
12,Algeria,2004,Female,3.29,3.09,3.50
12,Algeria,2004,Male,3.76,3.54,3.99
218,Ecuador,2004,Total,2.45,2.13,2.80
218,Ecuador,2004,Female,2.14,1.86,2.46
218,Ecuador,2004,Male,2.74,2.38,3.15
818,Egypt,2004,Total,3.76,3.48,4.06
818,Egypt,2004,Female,3.58,3.30,3.87
818,Egypt,2004,Male,3.93,3.63,4.26
957,Eastern Mediterranean,2004,Total,7.25,7.03,7.52
957,Eastern Mediterranean,2004,Female,6.85,6.64,7.13
957,Eastern Mediterranean,2004,Male,7.62,7.38,7.91
232,Eritrea,2004,Total,7.06,6.37,7.86
232,Eritrea,2004,Female,6.27,5.62,7.00
232,Eritrea,2004,Male,7.82,7.04,8.72
724,Spain,2004,Total,0.49,0.48,0.50
724,Spain,2004,Female,0.44,0.43,0.45
724,Spain,2004,Male,0.53,0.52,0.54
233,Estonia,2004,Total,0.78,0.74,0.83
233,Estonia,2004,Female,0.69,0.65,0.74
233,Estonia,2004,Male,0.86,0.81,0.92
231,Ethiopia,2004,Total,11.53,10.72,12.39
231,Ethiopia,2004,Female,10.49,9.73,11.32
231,Ethiopia,2004,Male,12.51,11.61,13.50
956,Europe,2004,Total,1.63,1.58,1.70
956,Europe,2004,Female,1.46,1.41,1.52
956,Europe,2004,Male,1.80,1.74,1.88
246,Finland,2004,Total,0.39,0.37,0.40
246,Finland,2004,Female,0.35,0.33,0.36
246,Finland,2004,Male,0.42,0.41,0.45
242,Fiji,2004,Total,2.30,2.22,2.37
242,Fiji,2004,Female,2.15,2.06,2.23
242,Fiji,2004,Male,2.44,2.35,2.53
250,France,2004,Total,0.48,0.47,0.49
250,France,2004,Female,0.42,0.41,0.43
250,France,2004,Male,0.53,0.52,0.54
583,Micronesia (Federated States of),2004,Total,3.61,2.64,4.88
583,Micronesia (Federated States of),2004,Female,3.10,2.26,4.21
583,Micronesia (Federated States of),2004,Male,4.07,2.99,5.54
266,Gabon,2004,Total,7.66,6.65,8.85
266,Gabon,2004,Female,7.04,6.09,8.16
266,Gabon,2004,Male,8.24,7.15,9.58
826,United Kingdom of Great Britain and Northern Ireland,2004,Total,0.61,0.60,0.63
826,United Kingdom of Great Britain and Northern Ireland,2004,Female,0.55,0.54,0.57
826,United Kingdom of Great Britain and Northern Ireland,2004,Male,0.67,0.66,0.69
268,Georgia,2004,Total,2.62,2.37,3.02
268,Georgia,2004,Female,2.29,2.04,2.64
268,Georgia,2004,Male,2.95,2.64,3.40
288,Ghana,2004,Total,8.61,8.09,9.16
288,Ghana,2004,Female,7.83,7.34,8.36
288,Ghana,2004,Male,9.34,8.76,9.97
324,Guinea,2004,Total,14.18,13.16,15.24
324,Guinea,2004,Female,13.30,12.31,14.34
324,Guinea,2004,Male,15.03,13.93,16.17
1,World,2004,Total,6.60,6.51,6.71
1,World,2004,Female,6.39,6.30,6.51
1,World,2004,Male,6.80,6.70,6.91
270,Gambia,2004,Total,9.59,8.73,10.50
270,Gambia,2004,Female,8.89,8.08,9.79
270,Gambia,2004,Male,10.24,9.29,11.24
